timestamp,temperature_c,humidity_pct,soil_moisture_pct,light_lux,co2_ppm,is_anomaly
2023-01-01 00:00:00,18.243773663803545,70.34434117025961,60.0,163.57224747345964,915.6635436654467,0
2023-01-01 00:15:00,17.168012715007603,65.97777919184237,60.657956602801384,43.081989667234,897.8778065819017,0
2023-01-01 00:30:00,18.600360956645165,68.04039588133708,60.339515773504154,0.0,884.7386326892839,0
2023-01-01 00:45:00,18.75245177311297,66.21676630780465,59.925372076269774,0.0,958.231485320315,0
2023-01-01 01:00:00,16.60954271763159,75.83967184214073,59.86532076780463,0.0,879.5138117172717,0
2023-01-01 01:15:00,17.128627263064804,67.68953918318273,59.98780192899448,0.0,899.9929733559892,0
2023-01-01 01:30:00,18.272643191088488,65.78739745029763,59.494527548596814,0.0,931.8340753006912,0
2023-01-01 01:45:00,17.917376794679793,63.52535572738298,59.139526993501285,0.0,901.3221453491498,0
2023-01-01 02:00:00,18.65643205507438,66.40232567926499,59.162866820467954,0.0,840.328220253923,0
2023-01-01 02:15:00,17.987437839018945,69.25574437632027,59.055167144873195,0.0,866.5079539762684,0
2023-01-01 02:30:00,19.37339136096807,70.075783504422,58.7847203969193,0.0,883.420670622369,0
2023-01-01 02:45:00,19.292106529420966,65.82596984848014,58.76695726430675,115.42607781078593,869.1452774441713,0
2023-01-01 03:00:00,19.517290652116234,70.12911868632806,58.93114911838215,0.0,891.1068170406663,0
2023-01-01 03:15:00,20.36625905964169,66.97961060262075,58.581525096195264,0.0,856.0372290331056,0
2023-01-01 03:30:00,19.8384735678689,66.55839189663624,58.029570938919235,42.749361093772954,833.9305693724822,0
2023-01-01 03:45:00,8.777032123760673,48.72405151526178,57.57647299384434,0.0,842.2536805147648,1
2023-01-01 04:00:00,20.795000627266,69.59914351247794,57.283930617515416,0.0,793.4730114910013,0
2023-01-01 04:15:00,19.7328939193368,67.71590128305213,57.15636175078111,502.26881385435763,870.8153774756466,0
2023-01-01 04:30:00,21.20276024104582,64.22126856520238,57.21538897635915,2072.1793127063556,783.5742213002013,0
2023-01-01 04:45:00,20.460059271210998,67.88023575553964,56.67223925322175,701.8804552384687,793.4751166806167,0
2023-01-01 05:00:00,33.55801488365119,46.96987134418866,56.95334373591495,983.8766786768768,813.5217451370374,1
2023-01-01 05:15:00,21.161161138964243,66.0905193473239,56.62118867078019,69.55367927767645,806.653388267203,0
2023-01-01 05:30:00,22.68393784542662,67.29593867572903,56.56885807977639,0.0,751.1756243621826,0
2023-01-01 05:45:00,21.582281188832354,61.55588508078724,57.152100247059636,0.0,725.1045388036977,0
2023-01-01 06:00:00,22.657337742269515,65.9882759616767,56.80995293061416,0.0,733.9739538650962,0
2023-01-01 06:15:00,22.718293159609416,66.7940630455601,56.458893814083694,1059.83841803006,662.4274454647597,0
2023-01-01 06:30:00,23.42584734844268,61.761688939516446,56.64666972009521,0.0,707.6116126522794,0
2023-01-01 06:45:00,23.292355251491262,61.79959462814232,56.91073497482074,0.0,728.7677302363065,0
2023-01-01 07:00:00,24.624281314789393,65.69683180599681,56.6318519441251,11030.066797343125,618.6776998836962,0
2023-01-01 07:15:00,24.63875202791891,66.03790662871441,56.24224395786533,10330.908988205663,667.4266425981534,0
2023-01-01 07:30:00,26.00741330620897,65.313608443298,55.64302550224075,10673.158999899195,657.4106320011956,0
2023-01-01 07:45:00,23.968963212404912,62.838850479627304,55.00351976584657,11842.932162689569,661.0654951896457,0
2023-01-01 08:00:00,25.09020581674277,63.729969028784815,54.785912271482964,19694.036604158886,617.1807093742609,0
2023-01-01 08:15:00,24.848981817401697,64.18735250513912,53.91685163331643,20112.3641723411,621.9928907730449,0
2023-01-01 08:30:00,25.992783538060397,59.19135783326259,53.86877468693051,21339.530721575637,594.9650318497454,0
